CustomerID,Frequency,Monetary,LastPurchaseDate,RecencyDays,Segment
17759,3,834.99,2011-11-22,17,Récent
12762,2,1898.52,2011-12-02,7,Récent
16446,2,168472.5,2011-12-09,0,Récent
15626,2,675.8,2011-09-26,74,À réactiver
13403,1,75.0,2011-11-22,17,Récent
14896,2,468.77,2011-05-19,204,À réactiver
18027,1,115.31,2011-09-02,98,À réactiver
14475,3,925.85,2011-09-29,71,À réactiver
12654,5,601.98,2011-11-29,10,Fidèle
15695,2,409.98,2011-03-18,266,À réactiver
13239,1,329.56,2011-03-23,261,À réactiver
16716,2,901.2,2011-03-18,266,À réactiver
14518,1,174.37,2011-10-06,64,À réactiver
14890,1,125.65,2011-03-31,253,À réactiver
17948,1,358.56,2011-07-15,147,À réactiver
13182,1,121.18,2011-10-25,45,À réactiver
17510,1,308.48,2011-11-15,24,Récent
17843,1,205.48,2011-02-09,303,À réactiver
13670,1,349.7,2011-09-25,75,À réactiver
14483,1,137.1,2011-03-03,281,À réactiver
17705,9,1823.52,2011-12-06,3,Fidèle
15311,91,60767.9,2011-12-09,0,VIP
13509,7,979.72,2011-12-01,8,Fidèle
14675,1,604.75,2011-11-23,16,Récent
13471,4,2531.58,2011-12-08,1,Récent
13761,2,1070.65,2011-10-20,50,À réactiver
13654,6,2707.33,2011-10-27,43,Fidèle
16315,1,226.37,2011-01-13,330,À réactiver
15785,5,2328.97,2011-11-07,32,Fidèle
16655,6,3794.52,2011-11-22,17,Fidèle
17634,9,2361.97,2011-11-03,36,Fidèle
13802,3,4599.42,2011-07-24,138,À réactiver
12879,3,573.22,2011-10-26,44,À réactiver
12365,2,641.38,2011-02-21,291,À réactiver
12593,3,418.1,2011-08-23,108,À réactiver
16122,4,684.42,2011-09-27,73,À réactiver
12919,6,1335.19,2011-12-01,8,Fidèle
13047,10,3237.54,2011-11-08,31,VIP
17806,1,546.04,2011-11-28,11,Récent
14823,3,321.43,2011-06-12,180,À réactiver
13260,1,557.62,2011-10-09,61,À réactiver
15057,2,1489.5,2011-03-09,275,À réactiver
16147,1,375.0,2011-07-29,133,À réactiver
12974,1,144.8,2011-05-26,197,À réactiver
15870,1,354.09,2011-11-07,32,À réactiver
13029,3,1247.5,2011-11-09,30,Récent
12358,2,1168.06,2011-12-08,1,Récent
12877,12,1535.77,2011-12-06,3,VIP
12651,1,114.0,2011-01-09,334,À réactiver
16552,2,379.73,2011-04-11,242,À réactiver
17572,4,226.75,2011-09-29,71,À réactiver
17571,4,1498.51,2011-10-20,50,À réactiver
14640,6,2125.08,2011-11-15,24,Fidèle
16820,1,497.61,2011-09-05,95,À réactiver
13652,3,1095.08,2011-10-25,45,À réactiver
13844,1,361.62,2011-11-28,11,Récent
14657,4,848.22,2011-11-22,17,Récent
13242,3,270.4,2011-08-19,112,À réactiver
15113,3,3609.33,2011-11-30,9,Récent
13514,1,152.2,2011-09-27,73,À réactiver
17864,3,597.5,2011-11-27,12,Récent
15066,1,893.59,2011-10-17,53,À réactiver
14793,1,228.99,2011-11-18,21,Récent
16926,1,230.25,2010-12-03,371,À réactiver
18099,1,168.31,2011-08-04,127,À réactiver
16014,3,662.38,2011-11-02,37,À réactiver
14006,3,962.19,2011-08-16,115,À réactiver
17080,2,287.62,2011-11-17,22,Récent
12562,7,3781.74,2011-12-01,8,Fidèle
17515,4,639.02,2011-11-08,31,À réactiver
16910,8,1510.06,2011-12-05,4,Fidèle
13650,6,1836.34,2011-11-23,16,Fidèle
12424,2,1760.96,2011-06-30,162,À réactiver
14004,7,4582.64,2011-10-27,43,Fidèle
14649,4,1417.29,2011-12-05,4,Récent
16842,3,1264.19,2011-08-31,100,À réactiver
17230,8,3638.41,2011-03-20,264,Fidèle
13982,4,1871.81,2011-10-31,39,À réactiver
17362,2,312.23,2011-04-14,239,À réactiver
16719,7,1790.42,2011-11-25,14,Fidèle
15797,4,2207.4,2011-08-18,113,À réactiver
14080,1,45.6,2011-11-07,32,À réactiver
17722,4,2424.04,2011-09-04,96,À réactiver
14403,4,1475.81,2011-08-01,130,À réactiver
12981,2,372.22,2011-11-10,29,Récent
14918,2,1610.15,2011-08-16,115,À réactiver
12904,2,509.58,2011-11-21,18,Récent
15247,1,356.0,2011-08-09,122,À réactiver
14799,1,157.7,2011-10-19,51,À réactiver
13044,1,560.47,2011-02-21,291,À réactiver
17899,1,155.8,2011-07-03,159,À réactiver
15408,1,267.18,2011-03-20,264,À réactiver
15947,1,1708.24,2011-09-18,82,À réactiver
15039,47,19914.44,2011-11-30,9,VIP
15189,41,16225.39,2011-12-08,1,VIP
14126,3,706.13,2011-12-02,7,Récent
16905,7,3102.43,2011-12-04,5,Fidèle
13094,12,1927.32,2011-11-18,21,VIP
12567,10,9401.28,2011-11-17,22,VIP
16746,18,6697.66,2011-12-05,4,VIP
17324,4,990.23,2011-11-22,17,Récent
14524,9,1867.68,2011-11-08,31,Fidèle
14522,4,974.54,2011-11-15,24,Récent
14533,7,1949.72,2011-11-15,24,Fidèle
13466,1,307.9,2011-06-08,184,À réactiver
17594,2,993.18,2011-09-15,85,À réactiver
14145,4,3742.2,2011-10-24,46,À réactiver
16120,4,1309.14,2011-10-11,59,À réactiver
13908,4,2369.55,2011-09-21,79,À réactiver
17385,1,261.11,2011-11-25,14,Récent
14208,1,151.74,2011-09-06,94,À réactiver
13737,1,339.6,2011-05-23,200,À réactiver
15466,1,334.53,2011-09-15,85,À réactiver
12729,1,453.01,2011-08-18,113,À réactiver
17373,4,646.92,2011-10-30,40,À réactiver
13271,1,217.38,2011-11-02,37,À réactiver
12650,1,314.44,2011-12-06,3,Récent
13791,2,1516.0,2011-08-04,127,À réactiver
13786,1,230.4,2010-12-07,367,À réactiver
14152,2,621.29,2011-09-25,75,À réactiver
16666,1,118.98,2011-11-20,19,Récent
13803,1,277.07,2011-03-29,255,À réactiver
12821,1,92.72,2011-05-09,214,À réactiver
12374,1,742.93,2011-11-14,25,Récent
18241,17,2073.09,2011-11-30,9,VIP
16764,13,2799.25,2011-12-06,3,VIP
12691,6,1035.8,2011-11-11,28,Fidèle
13621,1,213.85,2011-08-15,116,À réactiver
14508,2,276.42,2011-11-17,22,Récent
17429,3,524.92,2011-08-03,128,À réactiver
18035,3,730.4,2011-11-04,35,À réactiver
13447,3,1129.14,2011-11-16,23,Récent
16099,3,731.9,2011-10-20,50,À réactiver
12849,2,1050.89,2011-11-08,31,À réactiver
14968,1,147.59,2011-11-09,30,Récent
13375,1,778.65,2011-09-12,88,À réactiver
15419,1,135.86,2011-11-15,24,Récent
15463,1,126.14,2011-11-10,29,Récent
16146,3,734.13,2011-07-05,157,À réactiver
16697,1,112.75,2011-04-12,241,À réactiver
17615,3,329.6,2011-08-01,130,À réactiver
14280,1,134.04,2011-05-27,196,À réactiver
13812,3,539.0,2011-10-28,42,À réactiver
14276,3,1119.74,2011-09-02,98,À réactiver
13408,62,28117.04,2011-12-08,1,VIP
13721,1,524.14,2011-11-03,36,À réactiver
16829,1,197.22,2011-07-06,156,À réactiver
16628,5,2188.05,2011-11-10,29,Fidèle
13345,1,389.5,2011-02-25,287,À réactiver
15901,3,363.88,2011-11-23,16,Récent
12390,1,549.84,2011-09-21,79,À réactiver
13722,3,2375.41,2011-07-31,131,À réactiver
17760,2,287.59,2011-11-18,21,Récent
18008,9,2116.19,2011-09-30,70,Fidèle
14353,1,90.6,2011-05-08,215,À réactiver
16612,4,1187.66,2011-11-07,32,À réactiver
17991,2,93.35,2011-04-28,225,À réactiver
17896,1,256.32,2011-11-16,23,Récent
14548,2,652.8,2011-07-12,150,À réactiver
17286,1,153.92,2011-11-18,21,Récent
13914,2,626.45,2011-11-28,11,Récent
15379,7,3703.29,2011-06-23,169,Fidèle
14662,4,771.17,2011-11-11,28,Récent
18121,2,673.1,2011-07-13,149,À réactiver
15752,7,2637.38,2011-10-31,39,Fidèle
16720,1,155.24,2011-11-13,26,Récent
12909,5,2178.67,2011-10-31,39,Fidèle
15916,8,1528.09,2011-11-23,16,Fidèle
13955,2,322.96,2011-07-08,154,À réactiver
18139,6,8438.34,2011-11-22,17,Fidèle
17636,1,285.56,2011-11-20,19,Récent
13388,2,677.1,2011-07-31,131,À réactiver
16627,1,322.8,2011-09-21,79,À réactiver
12956,1,108.07,2011-02-06,306,À réactiver
18213,1,232.48,2011-04-17,236,À réactiver
12929,1,117.85,2011-02-01,311,À réactiver
16826,1,341.7,2011-10-19,51,À réactiver
12475,1,723.38,2011-10-17,53,À réactiver
17958,1,508.46,2011-08-15,116,À réactiver
16142,1,535.34,2011-04-04,249,À réactiver
14527,55,8508.82,2011-12-07,2,VIP
15755,6,2364.25,2011-11-29,10,Fidèle
14001,3,2043.08,2011-10-25,45,À réactiver
16133,33,14589.04,2011-12-06,3,VIP
15825,1,532.94,2011-06-20,172,À réactiver
14716,2,329.68,2011-10-27,43,À réactiver
17026,2,154.83,2011-06-07,185,À réactiver
16358,4,2027.5,2011-12-08,1,Récent
14434,6,1372.8,2011-11-18,21,Fidèle
13460,2,183.44,2011-11-10,29,Récent
12452,2,430.57,2011-11-23,16,Récent
14541,8,1461.65,2011-10-12,58,Fidèle
16235,5,867.31,2011-10-30,40,Fidèle
16070,2,852.15,2011-11-17,22,Récent
18087,2,4055.72,2011-09-02,98,À réactiver
17120,1,307.46,2011-04-20,233,À réactiver
18177,6,1341.42,2011-11-08,31,Fidèle
12531,1,125.22,2011-11-25,14,Récent
17964,2,471.7,2011-11-08,31,À réactiver
14476,1,215.7,2011-03-27,257,À réactiver
14382,1,626.07,2011-11-13,26,Récent
12350,1,334.4,2011-02-02,310,À réactiver
12520,5,2634.26,2011-09-21,79,Fidèle
13579,2,467.04,2011-11-25,14,Récent
14219,1,89.94,2011-12-05,4,Récent
13216,1,333.74,2011-03-17,267,À réactiver
15823,1,15.0,2010-12-02,372,À réactiver
18219,10,2069.77,2011-12-07,2,VIP
15031,4,668.14,2011-12-05,4,Récent
13050,17,5836.86,2011-11-25,14,VIP
15117,5,1551.78,2011-11-25,14,Fidèle
14825,12,2226.91,2011-12-06,3,VIP
15668,1,76.32,2011-05-06,217,À réactiver
16846,1,214.32,2011-10-20,50,À réactiver
13065,1,205.86,2010-12-01,373,À réactiver
13321,2,567.36,2011-09-28,72,À réactiver
15175,1,224.14,2011-09-29,71,À réactiver
16445,1,230.51,2011-11-06,33,À réactiver
12587,1,144.0,2011-12-02,7,Récent
17062,4,538.37,2011-01-30,313,À réactiver
15325,1,162.29,2011-08-28,103,À réactiver
17138,1,380.5,2011-03-09,275,À réactiver
15832,1,836.79,2011-03-30,254,À réactiver
17968,1,277.35,2010-12-01,373,À réactiver
13485,1,454.24,2011-04-20,233,À réactiver
15814,4,1945.33,2011-11-23,16,Récent
12591,1,452.85,2011-01-26,317,À réactiver
15889,2,446.87,2011-07-06,156,À réactiver
16333,22,26626.8,2011-12-02,7,VIP
16416,3,1051.4,2011-11-13,26,Récent
16457,1,208.36,2011-05-05,218,À réactiver
15862,4,832.88,2011-12-01,8,Récent
18150,3,566.58,2011-11-07,32,À réactiver
13629,11,7792.36,2011-11-16,23,VIP
15218,11,5756.89,2011-11-29,10,VIP
13148,12,3707.12,2011-11-10,29,VIP
14952,11,8099.49,2011-10-11,59,VIP
14482,6,2068.15,2011-11-21,18,Fidèle
13458,14,9646.57,2011-12-02,7,VIP
16880,7,1519.08,2011-11-09,30,Fidèle
17427,1,100.8,2011-09-29,71,À réactiver
17879,1,178.52,2011-06-19,173,À réactiver
15018,3,496.21,2011-11-01,38,À réactiver
16726,5,1382.02,2011-11-13,26,Fidèle
12598,8,3023.08,2011-11-30,9,Fidèle
14143,1,115.8,2011-07-29,133,À réactiver
12830,6,6814.64,2011-11-02,37,Fidèle
14165,1,122.54,2011-03-09,275,À réactiver
12808,3,483.65,2011-11-03,36,À réactiver
16402,2,299.6,2011-03-20,264,À réactiver
13453,2,356.98,2011-06-27,165,À réactiver
16770,5,770.1,2011-10-13,57,Fidèle
15115,1,340.11,2011-11-21,18,Récent
13449,1,291.88,2011-11-16,23,Récent
18040,2,357.2,2011-11-20,19,Récent
13355,1,674.7,2011-08-09,122,À réactiver
15458,1,161.64,2011-11-14,25,Récent
17052,1,413.75,2011-11-11,28,Récent
16761,1,316.62,2011-09-04,96,À réactiver
14242,2,280.55,2011-04-19,234,À réactiver
13810,3,1499.01,2011-11-11,28,Récent
13772,3,1132.13,2011-11-06,33,À réactiver
15464,1,1048.85,2011-01-05,338,À réactiver
17888,8,726.05,2011-11-18,21,Fidèle
17703,3,798.74,2011-11-04,35,À réactiver
13390,1,544.08,2011-09-26,74,À réactiver
17884,4,717.45,2011-12-06,3,Récent
13884,5,787.6,2011-12-02,7,Fidèle
13493,2,618.63,2011-03-09,275,À réactiver
17567,8,4331.48,2011-12-02,7,Fidèle
18117,1,320.72,2011-11-14,25,Récent
14416,2,490.22,2011-11-17,22,Récent
13452,2,590.0,2011-03-25,259,À réactiver
12515,1,383.7,2010-12-21,353,À réactiver
18246,2,596.1,2011-11-16,23,Récent
14204,1,161.03,2011-12-07,2,Récent
14585,1,157.05,2011-10-20,50,À réactiver
15853,1,110.8,2011-10-19,51,À réactiver
13099,1,207.36,2011-09-01,99,À réactiver
17095,3,1324.16,2011-11-17,22,Récent
18222,1,443.0,2011-09-08,92,À réactiver
16424,1,133.56,2011-06-01,191,À réactiver
18255,1,103.3,2011-09-11,89,À réactiver
17878,1,379.45,2011-10-27,43,À réactiver
13657,2,382.14,2011-11-29,10,Récent
17906,1,72.9,2011-04-06,247,À réactiver
18093,4,2106.52,2011-09-07,93,À réactiver
13752,6,1186.28,2011-08-07,124,Fidèle
13805,2,924.6,2011-10-18,52,À réactiver
14619,1,394.44,2011-04-08,245,À réactiver
13291,1,361.11,2011-07-07,155,À réactiver
17183,6,3347.31,2011-12-02,7,Fidèle
12702,1,219.0,2011-11-20,19,Récent
17913,2,411.6,2011-10-12,58,À réactiver
15038,6,705.49,2011-10-12,58,Fidèle
13417,2,640.83,2011-12-05,4,Récent
16016,8,1508.76,2011-12-06,3,Fidèle
17528,8,3628.5,2011-12-08,1,Fidèle
17221,2,335.13,2011-12-02,7,Récent
14645,2,597.09,2011-07-06,156,À réactiver
15400,5,716.2,2011-09-08,92,Fidèle
15012,2,423.04,2011-10-17,53,À réactiver
17736,3,377.44,2011-11-30,9,Récent
13807,1,112.6,2010-12-07,367,À réactiver
18077,11,2633.01,2011-12-01,8,VIP
14905,2,616.15,2011-07-05,157,À réactiver
16777,2,226.35,2011-09-20,80,À réactiver
14473,2,234.34,2011-09-26,74,À réactiver
13255,2,399.51,2011-11-30,9,Récent
13496,2,653.33,2011-11-29,10,Récent
15415,1,572.81,2011-01-30,313,À réactiver
15314,1,327.97,2011-05-24,199,À réactiver
12445,1,133.4,2011-11-17,22,Récent
16509,1,363.7,2011-02-16,296,À réactiver
12457,7,2363.23,2011-10-04,66,Fidèle
16539,4,1388.81,2011-12-07,2,Récent
12423,8,1859.31,2011-12-09,0,Fidèle
15230,2,429.6,2011-04-14,239,À réactiver
14108,2,597.91,2011-11-09,30,Récent
13911,9,2580.91,2011-10-13,57,Fidèle
16929,7,1295.39,2011-12-06,3,Fidèle
17787,4,1865.19,2011-07-10,152,À réactiver
14586,1,237.36,2011-03-08,276,À réactiver
12561,1,238.85,2011-02-10,302,À réactiver
12506,1,73.5,2011-04-21,232,À réactiver
17500,3,1138.0,2011-11-22,17,Récent
12613,5,3344.38,2011-10-13,57,Fidèle
17691,2,290.4,2010-12-16,358,À réactiver
14034,3,651.82,2011-11-17,22,Récent
13927,1,348.99,2011-09-26,74,À réactiver
14889,1,135.9,2011-01-07,336,À réactiver
15327,1,208.75,2011-10-18,52,À réactiver
15649,2,816.0,2011-01-07,336,À réactiver
12538,1,363.95,2011-11-10,29,Récent
14800,12,4339.74,2011-10-23,47,VIP
14038,3,1560.38,2011-09-22,78,À réactiver
17314,8,2527.92,2011-11-15,24,Fidèle
13199,38,9817.12,2011-12-06,3,VIP
15194,15,7616.53,2011-12-06,3,VIP
16464,3,1314.68,2011-11-20,19,Récent
13917,2,272.04,2011-10-21,49,À réactiver
12353,1,89.0,2011-05-19,204,À réactiver
15410,8,3450.84,2011-09-16,84,Fidèle
17045,3,339.44,2011-08-18,113,À réactiver
17873,5,1859.16,2011-09-20,80,Fidèle
13016,3,789.89,2011-09-27,73,À réactiver
15567,1,186.01,2011-11-21,18,Récent
17812,4,732.16,2011-11-27,12,Récent
15342,1,406.09,2011-08-02,129,À réactiver
16297,1,301.9,2011-03-16,268,À réactiver
16218,7,3084.68,2011-11-10,29,Fidèle
17160,6,3518.03,2011-11-08,31,Fidèle
13948,1,102.0,2010-12-14,360,À réactiver
14880,3,706.19,2011-09-23,77,À réactiver
15394,4,2183.54,2011-11-30,9,Récent
14209,6,2073.43,2011-11-29,10,Fidèle
17669,7,3406.72,2011-10-28,42,Fidèle
17900,2,112.2,2011-06-02,190,À réactiver
15514,11,4139.46,2011-11-27,12,VIP
14818,3,657.8,2011-09-27,73,À réactiver
16899,6,1281.56,2011-12-02,7,Fidèle
15877,2,493.28,2011-12-08,1,Récent
13146,1,228.91,2011-11-13,26,Récent
15468,2,467.51,2011-10-19,51,À réactiver
17455,1,131.7,2011-05-20,203,À réactiver
13177,1,282.45,2011-10-06,64,À réactiver
14931,5,1257.68,2011-12-05,4,Fidèle
17718,1,139.35,2011-04-21,232,À réactiver
18183,2,632.07,2011-04-26,227,À réactiver
17911,1,366.23,2011-11-30,9,Récent
15319,1,204.5,2011-03-01,283,À réactiver
16856,1,35.4,2011-11-25,14,Récent
13919,2,384.81,2011-10-11,59,À réactiver
17643,1,101.55,2010-12-01,373,À réactiver
12989,15,6924.11,2011-12-06,3,VIP
14535,3,2864.19,2011-10-10,60,À réactiver
17777,3,665.86,2011-11-15,24,Récent
12679,4,1113.02,2011-10-12,58,À réactiver
15110,4,996.1,2011-11-16,23,Récent
18237,5,987.1,2011-12-07,2,Fidèle
12925,2,694.05,2011-12-05,4,Récent
13711,2,252.06,2011-05-05,218,À réactiver
15374,1,168.0,2011-08-03,128,À réactiver
15243,1,316.68,2011-09-26,74,À réactiver
15786,3,4932.2,2011-10-24,46,À réactiver
17126,5,1004.75,2011-07-10,152,Fidèle
14431,1,470.36,2011-02-10,302,À réactiver
12630,2,1270.88,2011-11-30,9,Récent
13305,10,2000.86,2011-12-05,4,VIP
12815,2,1063.46,2011-07-15,147,À réactiver
13221,2,847.41,2011-04-13,240,À réactiver
17166,2,206.34,2011-11-01,38,À réactiver
13008,1,229.47,2011-01-20,323,À réactiver
18265,2,801.51,2011-09-28,72,À réactiver
14932,1,363.53,2010-12-09,365,À réactiver
14551,2,186.23,2011-11-21,18,Récent
16554,3,837.1,2011-10-28,42,À réactiver
13703,1,99.5,2011-01-25,318,À réactiver
17742,2,355.11,2011-08-18,113,À réactiver
12836,4,2612.86,2011-10-11,59,À réactiver
14584,4,1042.26,2011-06-23,169,À réactiver
15530,4,1502.35,2011-11-18,21,Récent
17069,9,2709.7,2011-11-11,28,Fidèle
13856,3,388.5,2011-06-24,168,À réactiver
13869,4,3104.95,2011-08-08,123,À réactiver
14616,3,406.08,2011-04-11,242,À réactiver
13097,10,6010.42,2011-11-07,32,VIP
14060,19,6140.42,2011-12-05,4,VIP
14499,3,815.32,2011-11-13,26,Récent
18081,3,343.45,2011-11-03,36,À réactiver
16351,1,153.9,2011-01-11,332,À réactiver
16592,16,4113.68,2011-12-05,4,VIP
17965,14,2622.57,2011-11-02,37,VIP
17505,2,1145.84,2011-07-01,161,À réactiver
17781,2,188.02,2011-07-03,159,À réactiver
14246,3,1474.06,2011-08-21,110,À réactiver
17291,1,550.8,2011-02-04,308,À réactiver
12688,1,4873.81,2011-08-18,113,À réactiver
15049,1,121.17,2011-03-11,273,À réactiver
16461,1,151.42,2011-06-15,177,À réactiver
13328,1,1308.48,2011-01-27,316,À réactiver
16653,2,1212.66,2011-11-23,16,Récent
16080,2,217.16,2011-09-19,81,À réactiver
17666,2,728.16,2011-12-06,3,Récent
12839,14,5591.42,2011-12-07,2,VIP
16187,15,6911.44,2011-11-08,31,VIP
14414,7,1496.98,2011-09-09,91,Fidèle
13577,4,1687.6,2011-11-14,25,Récent
16495,3,684.41,2011-12-06,3,Récent
16781,1,311.25,2010-12-02,372,À réactiver
17824,1,298.4,2011-10-19,51,À réactiver
15329,3,1049.7,2011-10-31,39,À réactiver
17245,1,171.45,2011-05-19,204,À réactiver
17934,2,704.25,2011-10-19,51,À réactiver
15930,1,426.63,2011-10-03,67,À réactiver
16387,1,94.36,2011-01-21,322,À réactiver
13707,2,806.41,2011-03-17,267,À réactiver
13418,18,6127.43,2011-11-28,11,VIP
14264,2,333.97,2011-07-08,154,À réactiver
16341,4,1971.87,2011-11-15,24,Récent
17043,4,1735.18,2011-11-07,32,À réactiver
14334,8,2552.21,2011-11-23,16,Fidèle
18190,2,284.46,2011-05-31,192,À réactiver
16678,12,3109.99,2011-12-07,2,VIP
12686,1,89.14,2010-12-03,371,À réactiver
13890,10,1883.81,2011-12-08,1,VIP
14385,3,202.11,2011-11-30,9,Récent
13136,5,2607.61,2011-10-14,56,Fidèle
15469,2,538.55,2011-10-20,50,À réactiver
16377,1,676.2,2011-03-17,267,À réactiver
17947,1,176.68,2011-11-02,37,À réactiver
18211,5,600.07,2011-11-14,25,Fidèle
14448,2,375.35,2011-11-30,9,Récent
16626,17,4413.1,2011-12-09,0,VIP
15172,5,1624.05,2011-12-01,8,Fidèle
12775,5,1386.04,2011-11-22,17,Fidèle
18058,1,170.16,2011-11-30,9,Récent
17323,7,921.07,2011-11-24,15,Fidèle
15106,5,1422.52,2011-11-22,17,Fidèle
13381,6,3639.31,2011-11-08,31,Fidèle
12370,4,3545.69,2011-10-19,51,À réactiver
17550,3,267.16,2011-05-26,197,À réactiver
13461,3,1445.0,2011-11-01,38,À réactiver
17630,2,503.6,2011-06-23,169,À réactiver
17111,1,248.61,2011-10-23,47,À réactiver
17524,1,145.0,2010-12-13,361,À réactiver
13792,2,195.55,2011-10-04,66,À réactiver
12817,1,166.04,2011-03-03,281,À réactiver
17608,2,193.42,2011-11-06,33,À réactiver
14158,1,507.66,2011-10-30,40,À réactiver
16893,1,145.93,2010-12-08,366,À réactiver
15204,1,316.58,2010-12-17,357,À réactiver
15236,1,321.05,2011-02-14,298,À réactiver
14725,1,718.08,2011-11-15,24,Récent
17384,2,336.4,2011-11-20,19,Récent
14311,1,310.26,2011-04-11,242,À réactiver
15457,1,237.07,2011-03-22,262,À réactiver
17694,1,283.12,2011-07-21,141,À réactiver
15585,1,455.3,2011-06-16,176,À réactiver
15505,5,3610.96,2011-10-18,52,Fidèle
13767,37,17220.36,2011-12-07,2,VIP
17100,2,971.74,2011-11-21,18,Récent
14620,2,412.78,2011-05-18,205,À réactiver
17191,7,2095.13,2011-11-11,28,Fidèle
13282,3,1132.14,2011-11-21,18,Récent
17483,3,414.04,2011-10-05,65,À réactiver
15834,4,2233.75,2011-09-30,70,À réactiver
13026,5,975.36,2011-12-08,1,Fidèle
13615,1,417.69,2011-01-25,318,À réactiver
18108,1,271.0,2011-03-30,254,À réactiver
13827,3,412.05,2011-10-13,57,À réactiver
17935,2,145.79,2011-07-24,138,À réactiver
14066,1,152.55,2011-03-18,266,À réactiver
17535,1,164.4,2011-03-04,280,À réactiver
14237,1,161.0,2010-12-01,373,À réactiver
17046,1,642.02,2011-07-05,157,À réactiver
15632,8,3285.31,2011-11-24,15,Fidèle
18092,11,9068.26,2011-12-07,2,VIP
14709,13,4921.04,2011-11-24,15,VIP
15953,8,1659.38,2011-11-24,15,Fidèle
14891,2,554.38,2011-07-14,148,À réactiver
17509,8,6115.14,2011-10-13,57,Fidèle
13157,4,1741.22,2011-10-21,49,À réactiver
16891,5,809.7,2011-12-08,1,Fidèle
15460,1,216.76,2010-12-20,354,À réactiver
12357,1,6207.67,2011-11-06,33,À réactiver
17898,2,152.06,2011-09-15,85,À réactiver
15885,3,379.35,2011-09-08,92,À réactiver
14326,1,183.85,2011-04-11,242,À réactiver
15322,1,679.68,2011-09-15,85,À réactiver
13133,2,109.8,2011-03-11,273,À réactiver
13210,1,353.48,2011-09-07,93,À réactiver
16849,1,124.57,2011-06-06,186,À réactiver
16771,5,2246.81,2011-11-06,33,Fidèle
17282,3,1703.41,2011-08-01,130,À réactiver
16992,5,1614.31,2011-11-29,10,Fidèle
14854,7,2759.83,2011-09-22,78,Fidèle
13134,4,1793.58,2011-09-15,85,À réactiver
18274,1,175.92,2011-11-09,30,Récent
18001,2,417.23,2011-11-27,12,Récent
15028,4,627.13,2011-12-01,8,Récent
15232,2,612.06,2011-08-18,113,À réactiver
18272,6,3078.58,2011-12-07,2,Fidèle
12446,1,1002.31,2011-10-13,57,À réactiver
15652,1,337.74,2011-09-09,91,À réactiver
12395,12,3018.63,2011-11-20,19,VIP
17660,1,196.0,2011-07-21,141,À réactiver
16018,2,408.9,2011-10-31,39,À réactiver
13302,1,63.75,2011-07-07,155,À réactiver
13030,2,799.48,2011-11-28,11,Récent
16634,2,217.9,2011-05-01,222,À réactiver
16998,4,295.0,2011-07-13,149,À réactiver
17650,1,166.08,2011-11-18,21,Récent
17995,1,76.1,2011-03-03,281,À réactiver
13004,18,5655.91,2011-11-28,11,VIP
15443,7,3236.91,2011-12-08,1,Fidèle
14217,17,2004.98,2011-12-08,1,VIP
16728,4,1054.67,2011-10-24,46,À réactiver
16796,1,305.62,2011-09-11,89,À réactiver
15809,5,515.77,2011-11-03,36,Fidèle
14037,2,147.2,2011-06-16,176,À réactiver
17492,1,374.57,2011-04-05,248,À réactiver
14680,16,28754.11,2011-11-14,25,VIP
15473,7,1771.2,2011-11-25,14,Fidèle
17941,1,304.56,2011-08-01,130,À réactiver
17932,3,1331.57,2011-11-10,29,Récent
16545,1,339.3,2011-06-28,164,À réactiver
14970,4,1592.06,2011-10-02,68,À réactiver
13681,4,827.83,2011-11-22,17,Récent
13682,1,59.5,2011-06-05,187,À réactiver
17220,14,3198.25,2011-11-15,24,VIP
17939,1,99.14,2011-07-03,159,À réactiver
16272,1,411.7,2011-08-15,116,À réactiver
16795,1,414.88,2010-12-09,365,À réactiver
15783,1,246.3,2011-11-29,10,Récent
17358,2,365.85,2011-02-09,303,À réactiver
15264,1,393.74,2011-10-06,64,À réactiver
14887,1,1862.0,2011-09-21,79,À réactiver
13369,1,308.28,2010-12-09,365,À réactiver
15023,11,6802.76,2011-12-06,3,VIP
17768,3,2273.18,2011-12-01,8,Récent
14099,11,3104.17,2011-11-23,16,VIP
18245,7,2567.06,2011-12-02,7,Fidèle
18283,16,2094.88,2011-12-06,3,VIP
18167,3,1384.86,2011-11-16,23,Récent
14359,3,912.18,2011-11-20,19,Récent
14578,1,168.63,2011-12-06,3,Récent
15075,1,773.03,2011-09-23,77,À réactiver
17165,1,158.68,2011-02-28,284,À réactiver
14930,3,2372.86,2011-08-23,108,À réactiver
13980,1,200.14,2011-10-10,60,À réactiver
15353,2,777.02,2011-03-30,254,À réactiver
13200,4,870.09,2011-11-20,19,Récent
13886,1,243.56,2011-09-29,71,À réactiver
13017,1,204.0,2011-12-02,7,Récent
17850,34,5391.21,2010-12-02,372,VIP
14135,15,4690.31,2011-12-08,1,VIP
16450,1,311.92,2011-07-13,149,À réactiver
13800,1,558.32,2011-02-03,309,À réactiver
17624,2,843.48,2011-11-25,14,Récent
17475,1,194.37,2011-09-21,79,À réactiver
12766,7,6989.63,2011-12-06,3,Fidèle
14855,2,645.65,2011-08-12,119,À réactiver
17255,2,298.41,2011-10-30,40,À réactiver
12640,3,1174.58,2011-11-16,23,Récent
17663,7,1802.91,2011-11-14,25,Fidèle
15511,5,909.23,2011-11-28,11,Fidèle
